credit_score,gender,age,tenure,balance,procredit_scoreducts_number,credit_card,active_member,estimated_salary,churn
712,1,42,1,87842.98,1,0,0,92223.59,0
705,0,39,6,133261.13,1,1,1,78065.9,0
681,1,32,3,0,2,1,1,59679.9,0
620,0,41,0,97925.11,1,1,0,85000.32,0
711,0,52,5,0,1,1,1,159808.95,0
613,1,24,7,140453.91,1,1,0,129001.3,0
613,1,20,0,117356.19,1,0,0,113557.7,1
682,0,36,5,0,2,1,1,147758.51,0
850,0,37,4,137204.77,1,1,1,28865.59,0
601,1,41,1,0,2,0,1,160607.06,0
595,0,35,8,0,1,1,0,100015.79,1
675,0,36,3,54098.18,2,0,1,54478.52,0
591,0,31,8,0,1,1,1,141677.33,0
602,0,23,7,113758.48,2,0,0,84077.6,0
554,1,34,8,0,1,0,1,106981.03,0
541,0,37,9,118636.92,1,1,1,73551.44,0
506,0,34,7,0,2,0,0,115842.1,0
814,0,44,8,95488.82,2,0,0,107013.59,0
683,0,30,8,110829.52,2,0,0,24938.84,0
485,0,51,7,144244.59,2,1,0,51113.14,0
696,1,31,8,122021.92,2,1,0,33828.64,0
608,1,30,8,0,2,1,0,128875.86,0
792,0,50,9,0,4,1,1,194700.81,1
686,0,22,5,0,2,1,0,158974.45,0
790,0,42,1,85839.62,1,1,0,198182.73,0
654,1,29,4,96974.97,1,0,1,141404.07,0
452,0,35,4,148172.44,1,1,1,4175.68,0
719,0,38,0,0,1,1,0,126876.47,0
707,1,40,5,0,2,1,0,41052.82,0
699,1,49,2,0,1,0,0,105760.01,0
850,0,30,2,0,2,0,1,27937.12,0
828,0,28,8,134766.85,1,1,0,79355.87,0
850,0,30,5,123210.56,2,1,1,102180.27,0
712,0,47,1,139887.01,1,1,1,95719.73,0
634,0,44,9,149961.11,1,1,0,57121.51,0
730,0,45,6,152880.97,1,0,0,162478.11,0
685,0,43,9,108589.47,2,0,1,194808.51,0
809,0,33,9,0,1,1,1,124045.65,0
707,1,35,3,56674.48,1,1,0,17987.4,1
648,0,32,8,0,1,1,0,133653.38,0
760,1,57,1,0,2,1,1,25101.17,0
805,1,33,3,105663.56,2,0,1,33330.89,0
585,1,39,7,0,2,1,0,2401.26,0
595,1,30,5,100683.54,1,1,1,178361.04,0
630,0,42,6,0,2,1,0,162697.93,0
627,0,29,5,139541.58,2,1,0,80607.33,0
631,1,37,2,121801.72,2,0,1,23146.62,0
776,0,38,5,112281.7,1,0,1,89893.6,0
676,1,36,4,0,2,1,1,3173.31,0
758,1,40,5,93499.82,2,0,0,123218.81,0
637,0,33,0,132255.99,2,0,1,74588.41,0
850,0,20,7,0,2,1,0,31288.77,0
601,1,44,4,0,2,1,0,58561.31,0
735,0,49,5,121973.28,1,1,0,148804.36,0
614,0,32,7,99462.8,2,1,1,51117.06,0
672,1,21,3,165878.76,2,1,1,164537.17,0
642,0,30,8,117494.27,1,0,0,61977.82,0
633,1,29,0,138577.34,1,1,0,193362.99,0
769,0,39,9,0,1,1,1,47722.79,0
796,0,41,8,107525.07,1,1,0,18510.41,0
715,0,23,7,139224.92,2,1,0,65057.71,0
695,1,42,7,121453.63,1,0,0,46374.64,0
747,1,25,4,0,2,0,1,42039.67,0
584,1,54,1,77354.37,1,0,0,138192.98,1
476,0,40,6,0,1,1,1,22735.45,0
850,1,39,7,79259.99,1,0,1,186910.74,0
529,0,30,2,116295.29,1,1,0,75285.47,0
584,1,59,1,0,1,0,1,130260.11,1
586,0,34,9,74309.81,1,1,0,15034.93,0
674,0,34,2,152797.9,1,1,0,175709.4,1
552,0,42,9,133701.07,2,1,0,101069.71,1
601,1,33,7,114430.18,2,1,1,153012.13,0
541,0,29,7,127504.57,1,0,0,86173.92,0
744,1,41,2,84113.41,1,1,0,197548.63,0
595,1,23,10,101126.66,2,0,0,37042.8,0
724,0,33,5,103564.83,2,1,0,121085.72,0
533,1,52,7,0,1,0,1,194113.99,1
618,0,37,2,168178.21,2,0,1,101273.23,0
523,1,39,1,143903.11,1,1,1,118711.75,1
642,1,30,5,129753.69,1,1,0,582.53,0
584,0,35,9,0,2,1,0,192381.21,0
521,0,38,5,110641.18,1,0,1,136507.69,1
662,1,36,4,166909.2,2,1,0,138871.12,1
758,1,34,1,154139.45,1,1,1,60728.89,0
717,0,38,7,97459.06,1,0,0,189175.71,0
611,0,40,1,0,2,1,1,102547.56,0
766,0,43,6,112088.04,2,1,1,36706.56,0
636,1,34,3,0,2,1,1,44756.25,0
814,1,48,7,0,2,1,1,132870.15,0
760,0,28,1,141038.57,2,0,0,16287.38,0
607,0,39,2,84468.67,2,1,1,121945.42,0
725,1,36,4,118520.26,1,0,0,131173.9,1
600,0,37,1,142663.46,1,0,1,88669.89,0
656,0,27,4,118627.16,2,1,1,160835.3,0
640,0,34,1,137523.02,1,0,0,24761.36,0
439,0,28,7,110976.23,2,1,0,138526.96,0
549,1,38,8,107283.4,1,0,0,157442.75,0
622,0,38,5,0,2,0,0,105295.77,0
715,0,34,4,124314.45,1,0,0,97782.92,0
657,1,41,5,95858.37,1,1,1,68255.88,0
703,0,36,2,0,2,1,0,108790.95,0
802,0,33,8,0,2,1,0,143706.18,0
793,1,36,0,0,1,0,0,148993.47,0
554,1,35,6,117707.18,2,0,0,95277.15,1
533,0,38,1,135289.33,2,0,1,152956.33,0
658,0,36,8,174060.46,1,1,1,94925.62,0
713,0,40,3,114446.84,2,1,1,87308.18,0
711,0,37,2,0,2,1,0,83978.86,1
669,0,25,1,157848.53,1,0,0,37543.93,1
439,1,43,8,0,1,0,1,104889.3,0
763,1,37,6,0,2,1,1,149705.25,0
697,1,74,3,108071.36,2,1,1,16445.79,0
702,1,35,8,14262.8,2,1,0,54689.16,0
686,0,41,7,102749.72,1,0,1,194913.86,0
629,0,36,1,161757.87,2,1,1,146371.72,0
823,0,38,1,0,2,1,0,156603.7,0
683,1,35,5,95698.79,1,0,1,182566.76,0
555,0,37,9,124969.13,1,1,0,60194.05,0
647,0,44,4,93960.35,1,1,0,36579.53,1
714,1,51,4,88308.87,3,0,0,5862.53,1
850,1,39,10,0,2,1,1,143030.09,0
713,1,59,3,0,2,1,1,62700.08,0
452,0,30,7,112935.87,1,1,1,99017.34,0
683,1,24,8,98567.1,1,1,0,187987.01,0
577,1,26,1,180530.51,1,0,0,123454.62,0
552,0,33,5,140931.57,1,0,1,10921.5,0
769,1,31,7,148913.72,2,1,0,53817.23,0
691,0,38,7,0,2,0,0,81617.4,0
818,1,49,2,0,1,0,1,192298.84,1
739,0,41,5,0,2,0,0,143882.25,0
639,1,50,6,115335.32,2,1,1,53130.41,0
651,1,65,0,0,2,1,1,190454.04,0
779,1,26,0,0,2,0,1,111906,0
850,1,33,7,134678.13,1,1,0,113177.95,0
829,0,38,9,0,2,1,0,30529.88,0
579,0,31,2,90547.48,2,1,1,18800.13,0
510,0,32,9,103324.78,1,1,1,46127.7,0
531,0,29,3,114590.58,1,0,0,75585.48,0
628,1,36,3,91286.51,1,1,0,63085.94,0
633,0,32,5,163340.12,2,1,1,74415.2,0
714,0,45,8,150900.29,2,0,1,139889.15,0
604,0,23,9,124577.33,1,1,1,7267.25,0
630,0,35,1,0,2,0,0,186826.22,0
850,1,31,4,91292.7,1,1,1,162149.07,0
788,1,57,8,93716.72,1,1,1,180150.49,1
798,1,37,4,111723.08,1,1,1,83478.12,0
770,0,45,4,110765.68,1,1,0,26163.74,1
569,0,25,9,173459.45,2,1,1,44381.06,0
425,1,22,7,169649.73,2,0,1,136365,1
547,1,31,9,0,2,0,0,99294.22,0
725,0,45,8,116917.07,1,0,0,173464.43,1
506,0,37,5,0,2,1,1,127543.81,0
632,1,36,7,0,2,1,1,52526.65,0
620,0,22,0,0,1,1,0,32589.45,0
663,0,32,8,130627.66,1,1,0,47161.25,1
700,1,46,5,56580.95,2,0,1,45424.13,0
696,0,38,6,142316.14,1,1,1,8018.49,0
767,0,31,6,0,2,1,1,195668,0
561,0,56,7,152759,2,1,0,133167.11,1
350,0,39,0,109733.2,2,0,0,123602.11,1
706,0,54,9,117444.51,1,1,1,186238.85,0
464,1,34,5,76001.57,1,1,1,158668.87,0
501,1,34,3,107747.57,1,1,0,9249.36,0
745,1,35,8,0,2,1,1,116581.1,0
587,1,36,1,134997.49,2,1,0,44688.08,0
667,1,48,2,0,2,1,1,148608.39,0
737,0,36,9,0,1,0,1,188670.9,1
485,1,30,7,0,1,1,0,107067.37,0
590,1,37,0,64345.21,1,0,1,61759.33,1
518,1,35,8,141665.63,1,0,1,192776.64,0
581,1,29,8,0,2,1,0,46735.19,0
785,1,33,5,136624.6,2,1,1,169117.74,0
799,1,52,4,161209.66,1,1,1,89081.41,0
698,0,38,10,95010.92,1,1,1,105227.86,0
730,1,41,4,167545.32,1,1,0,128246.81,0
740,1,36,4,109044.6,1,0,0,94554.74,1
785,1,47,9,122031.55,1,1,1,33823.5,1
527,1,29,2,27755.97,1,1,0,97468.44,1
544,1,29,1,118560.55,1,1,1,164137.36,0
705,0,61,4,0,2,1,1,191313.7,0
684,0,34,9,0,2,1,1,65257.57,0
639,1,28,8,97840.72,1,1,1,178222.77,0
565,1,38,2,158651.29,2,1,1,179445.28,0
481,0,44,9,175303.06,1,1,0,65500.53,1
731,0,25,8,96950.21,1,1,0,97877.92,0
607,0,45,7,123859.6,1,0,1,113051.57,0
760,1,32,7,0,2,1,1,105969.05,0
559,1,70,9,0,1,1,1,122996.76,0
715,1,33,3,85227.84,1,1,1,68087.15,0
656,0,36,8,97786.08,2,0,1,21478.36,0
652,0,33,7,128135.99,1,1,0,158437.73,0
624,0,33,6,0,2,0,0,76551.7,0
634,0,36,2,85996.19,1,1,0,15887.68,0
850,1,50,10,0,2,1,1,33741.84,0
659,1,39,1,104502.11,1,1,0,20652.69,0
529,0,35,5,95772.97,1,1,1,112781.5,0
572,0,31,5,98108.79,1,0,1,119996.95,0
640,0,39,9,131607.28,4,0,1,6981.43,1
770,0,55,9,63127.41,2,1,0,185211.28,1
648,0,35,7,0,2,1,1,78436.36,0
579,0,31,9,0,1,0,1,139048,0
589,1,36,9,140355.56,2,1,0,136329.96,0
530,1,36,2,0,2,1,1,14721.8,0
831,0,30,2,0,2,0,1,3430.38,0
790,0,24,7,107418.27,1,0,1,160450.21,0
656,0,35,6,0,2,1,0,1485.27,0
563,0,32,6,0,2,1,1,19720.08,0
667,0,39,7,167557.12,1,1,1,41183.02,0
613,0,34,8,117300.02,1,1,0,139410.08,0
429,0,60,7,0,2,1,1,163691.48,0
665,1,23,9,143672.9,1,1,1,115147.33,0
731,0,33,4,0,2,1,1,74945.11,0
584,1,37,1,0,2,1,1,180363.56,0
634,1,31,8,76798.92,1,0,0,196021.73,0
488,0,34,3,0,2,1,1,125979.36,0
535,1,49,7,115309.75,1,1,0,111421.77,0
776,1,29,7,178171.04,2,1,1,115818.51,0
850,1,38,3,0,2,0,1,179360.76,0
673,1,37,0,0,2,0,0,82351.06,0
850,1,45,5,127258.79,1,1,1,192744.23,1
627,1,30,6,0,1,1,1,113408.47,0
570,1,33,8,0,1,1,1,124641.42,0
796,0,67,5,0,2,0,1,54871.02,0
773,1,33,10,0,1,1,1,98820.09,0
752,0,36,2,0,2,1,1,45570.84,0
625,1,69,1,107569.96,1,1,1,182336.45,0
535,0,20,9,134874.4,1,1,1,118825.56,0
786,1,29,4,0,2,1,0,103372.79,0
620,1,67,3,0,2,1,1,43486.73,0
605,1,48,6,0,2,1,1,40062.99,0
670,1,32,3,0,2,1,0,46175.7,0
617,0,42,0,70105.87,1,1,1,120830.73,0
595,0,41,9,0,2,1,0,5967.09,0
687,1,29,4,78939.15,1,1,0,122134.56,1
757,0,30,6,105128.85,2,1,1,62972.13,0
746,0,31,2,113836.27,1,1,1,174815.54,0
503,0,25,7,0,1,0,1,192841.13,0
543,0,48,1,100900.5,1,0,0,33310.72,1
428,1,40,3,129248.11,2,1,0,72876.43,1
768,1,28,3,109118.05,2,0,1,50911.41,0
618,0,56,7,0,1,1,1,142400.27,1
591,1,31,7,0,2,0,1,48778.46,0
658,1,35,5,126397.66,1,0,0,156361.58,1
625,0,36,9,108546.16,3,1,0,133807.77,1
717,0,36,2,148061.89,1,1,0,179128.69,1
667,0,44,8,122277.87,1,1,1,91810.71,0
804,0,24,3,0,2,1,0,173195.33,0
693,0,31,1,0,2,0,1,182270.88,0
729,0,36,8,152899.24,2,1,0,177130.33,0
484,0,54,3,134388.11,1,0,0,49954.79,1
632,1,40,3,109740.62,1,1,0,141896.74,0
536,0,23,6,92366.72,2,1,0,120661.71,0
573,1,26,4,129109.02,1,0,0,149814.68,1
655,1,56,5,0,2,1,1,41782.7,0
666,0,74,7,105102.5,1,1,1,46172.47,0
726,0,30,5,111375.32,2,1,0,2704.09,0
523,0,39,3,0,2,1,0,6726.53,0
728,1,33,9,150412.14,2,1,0,170764.08,0
701,0,30,3,156660.72,2,1,0,45742.42,0
518,0,38,3,90957.81,1,0,1,162304.59,0
739,0,37,7,104960.46,1,0,1,80883.82,0
531,1,31,7,117052.82,1,1,0,118508.09,1
452,0,44,3,88915.85,1,1,0,69697.74,0
684,0,45,6,148071.39,1,1,0,183575.01,0
728,0,39,6,152182.83,1,0,0,161203.6,0
783,0,39,9,0,2,1,0,143752.77,0
734,0,22,5,130056.23,1,0,0,121894.31,1
648,0,34,3,95039.73,2,1,1,147055.87,0
688,0,52,1,0,2,1,1,172033.57,0
680,0,35,9,0,2,0,0,143774.06,0
516,1,43,2,112773.73,2,1,1,139366.58,0
680,1,37,10,123806.28,1,1,0,81776.84,1
604,0,53,8,144453.75,1,1,0,190998.96,1
624,0,27,9,94667.29,2,0,1,4470.52,0
623,0,21,10,0,2,0,1,135851.3,0
624,0,51,5,174397.21,2,1,1,172372.63,0
565,1,58,3,108888.24,3,0,1,135875.51,1
565,0,55,4,118803.35,2,1,1,128124.7,1
710,0,54,6,171137.62,1,1,1,167023.95,1
645,0,42,6,0,1,0,0,149807.01,0
707,0,33,8,136678.52,1,1,0,54290.62,0
655,1,36,1,135515.76,1,1,0,86013.96,0
705,1,24,5,177799.83,2,0,0,79886.06,0
358,1,52,8,143542.36,3,1,0,141959.11,1
578,0,34,8,147487.23,2,1,0,66680.77,0
800,1,40,5,97764.41,1,1,0,98640.15,1
612,1,33,9,0,1,0,0,142797.5,1
681,1,48,8,139480.18,1,1,1,163581.67,0
559,0,25,5,0,2,1,1,163221.22,0
488,1,39,9,140553.46,1,0,0,12440.44,0
717,1,36,5,0,2,1,1,145551.6,0
666,1,41,10,141162.08,1,1,0,50908.48,0
582,0,26,4,65848.36,2,1,0,30149.21,0
733,1,30,0,83319.28,1,0,0,57769.2,0
693,0,41,4,0,2,0,0,156381.47,0
694,1,33,4,129731.64,2,1,0,178123.86,0
622,1,35,5,0,2,1,0,51112.8,0
598,1,38,6,0,2,0,0,173783.38,0
717,0,35,1,0,3,0,0,174770.14,1
494,0,37,5,107106.33,2,1,0,172063.09,0
644,0,33,8,0,2,1,1,155294.17,0
554,1,30,9,0,2,1,1,40320.3,0
476,1,69,1,105303.73,1,0,1,134260.34,0
667,0,28,6,165798.1,1,1,0,147090.9,0
748,1,40,4,0,2,1,0,132368.47,0
531,1,45,1,126495.57,2,1,1,164741.5,0
719,1,47,9,116393.59,1,1,0,63051.32,1
845,1,41,2,81733.74,2,0,0,199761.29,0
738,0,54,4,0,1,0,1,55725.04,1
563,1,46,8,106171.68,1,1,0,163145.5,1
695,0,28,0,96020.86,1,1,1,57992.49,0
841,0,41,1,0,2,0,1,193093.77,0
626,0,36,2,181671.16,2,1,1,57531.14,0
613,1,29,6,185709.28,2,1,1,77242.19,0
824,0,60,8,134250.17,3,0,0,153046.16,1
705,1,49,7,0,1,1,0,63405.2,1
584,1,44,5,95671.75,2,1,1,106564.88,0
534,0,62,2,0,2,0,0,42763.12,1
672,1,34,1,142151.75,2,1,1,168753.34,0
603,0,43,5,127823.93,1,1,1,19483.35,0
633,0,43,3,144164.29,1,1,1,158646.46,0
